NAME : sw24978
212 55550.0000 14183.3333
213 55550.0000 14216.6667
214 55550.0000 14250.0000
215 55550.0000 14333.3333
216 55566.6667 12900.0000
217 55566.6667 12916.6667
218 55566.6667 12983.3333
219 55566.6667 13000.0000
220 55566.6667 13016.6667
221 55566.6667 13050.0000
222 55566.6667 13083.3333
223 55566.6667 13100.0000
224 55566.6667 13250.0000
225 55566.6667 13416.6667
226 55566.6667 13516.6667
227 55566.6667 13916.6667
228 55566.6667 13966.6667
229 55566.6667 14000.0000
230 55566.6667 14116.6667
231 55566.6667 14133.3333
232 55566.6667 14216.6667
233 55566.6667 14316.6667
234 55583.3333 12950.0000
235 55583.3333 13000.0000
236 55583.3333 13033.3333
237 55583.3333 13050.0000
238 55583.3333 13066.6667
239 55583.3333 13116.6667
240 55583.3333 13200.0000
241 55583.3333 13233.3333
242 55583.3333 13283.3333
243 55583.3333 13316.6667
244 55583.3333 13483.3333
245 55583.3333 13600.0000
246 55583.3333 13666.6667
247 55583.3333 13833.3333
248 55583.3333 13966.6667
249 55583.3333 14016.6667
250 55583.3333 14116.6667
251 55583.3333 14183.3333
252 55583.3333 14250.0000
253 55583.3333 14266.6667
254 55600.0000 12966.6667
255 55600.0000 12983.3333
256 55600.0000 13000.0000
257 55600.0000 13016.6667
258 55600.0000 13066.6667
259 55600.0000 13083.3333
260 55600.0000 13133.3333
261 55600.0000 13150.0000
262 55600.0000 13183.3333
263 55600.0000 13216.6667
264 55600.0000 13250.0000
265 55600.0000 13333.3333
266 55600.0000 13383.3333
267 55600.0000 13600.0000
268 55600.0000 14033.3333
269 55600.0000 14083.3333
270 55600.0000 14200.0000
271 55600.0000 14300.0000
272 55616.6667 13066.6667
273 55616.6667 13116.6667
274 55616.6667 13150.0000
275 55616.6667 13166.6667
276 55616.6667 13183.3333
277 55616.6667 13200.0000
278 55616.6667 13266.6667
279 55616.6667 13300.0000
280 55616.6667 13400.0000
281 55616.6667 13616.6667
282 55616.6667 13650.0000
283 55616.6667 13850.0000
284 55616.6667 13916.6667
285 55616.6667 13983.3333
286 55616.6667 14150.0000
287 55616.6667 14166.6667
288 55616.6667 14283.3333
289 55633.3333 13066.6667
290 55633.3333 13100.0000
291 55633.3333 13133.3333
292 55633.3333 13150.0000
293 55633.3333 13166.6667
294 55633.3333 13216.6667
295 55633.3333 13266.6667
296 55633.3333 13316.6667
297 55633.3333 13416.6667
298 55633.3333 13483.3333
299 55633.3333 13700.0000
300 55633.3333 13716.6667
301 55633.3333 13766.6667
302 55633.3333 14000.0000
303 55633.3333 14066.6667
304 55633.3333 14100.0000
305 55633.3333 14116.6667
306 55633.3333 14133.3333
307 55633.3333 14183.3333
308 55633.3333 14250.0000
309 55650.0000 13116.6667
310 55650.0000 13133.3333
311 55650.0000 13150.0000
312 55650.0000 13200.0000
313 55650.0000 13216.6667
314 55650.0000 13266.6667
315 55650.0000 13283.3333
316 55650.0000 13333.3333
317 55650.0000 13350.0000
318 55650.0000 13366.6667
319 55650.0000 13633.3333
320 55650.0000 13666.6667
321 55650.0000 13816.6667
322 55650.0000 13883.3333
323 55650.0000 14033.3333
324 55650.0000 14083.3333
325 55650.0000 14166.6667
326 55658.3333 13083.3333
327 55666.6667 13066.6667
328 55666.6667 13083.3333
329 55666.6667 13116.6667
330 55666.6667 13133.3333
331 55666.6667 13150.0000
332 55666.6667 13216.6667
333 55666.6667 13333.3333
334 55666.6667 13416.6667
335 55666.6667 13550.0000
336 55666.6667 13616.6667
337 55666.6667 13733.3333
338 55666.6667 13816.6667
339 55666.6667 13866.6667
340 55666.6667 13950.0000
341 55666.6667 14100.0000
342 55666.6667 14133.3333
343 55666.6667 14183.3333
344 55666.6667 14200.0000
345 55666.6667 14233.3333
346 55666.6667 14266.6667
347 55683.3333 13083.3333
348 55683.3333 13216.6667
349 55683.3333 13316.6667
350 55683.3333 13483.3333
351 55683.3333 13633.3333
352 55683.3333 13650.0000
353 55683.3333 13716.6667
354 55683.3333 13833.3333
355 55683.3333 13983.3333
356 55683.3333 14200.0000
357 55683.3333 14233.3333
358 55683.3333 14250.0000
359 55691.6667 13066.6667
360 55700.0000 13066.6667
361 55700.0000 13133.3333
362 55700.0000 13183.3333
363 55700.0000 13283.3333
364 55700.0000 13316.6667
365 55700.0000 13700.0000
366 55700.0000 13766.6667
367 55700.0000 14000.0000
368 55700.0000 14033.3333
369 55700.0000 14166.6667
370 55700.0000 14200.0000
371 55716.6667 13016.6667
372 55716.6667 13033.3333
373 55716.6667 13066.6667
374 55716.6667 13333.3333
375 55716.6667 13483.3333
376 55716.6667 13533.3333
377 55716.6667 13683.3333
378 55716.6667 13716.6667
379 55716.6667 13733.3333
380 55716.6667 13800.0000
381 55716.6667 13916.6667
382 55716.6667 13983.3333
383 55716.6667 14116.6667
384 55716.6667 14150.0000
385 55725.0000 13066.6667
386 55733.3333 12966.6667
387 55733.3333 13033.3333
388 55733.3333 13100.0000
389 55733.3333 13250.0000
390 55733.3333 13350.0000
391 55733.3333 13383.3333
392 55733.3333 13466.6667
393 55733.3333 13616.6667
394 55733.3333 13683.3333
395 55733.3333 13716.6667
396 55733.3333 13783.3333
397 55733.3333 13850.0000
398 55733.3333 13983.3333
399 55750.0000 12900.0000
400 55750.0000 13000.0000
401 55750.0000 13066.6667
402 55750.0000 13166.6667
403 55750.0000 13250.0000
404 55750.0000 13350.0000
405 55750.0000 13400.0000
406 55750.0000 13433.3333
407 55750.0000 13450.0000
408 55750.0000 13633.3333
409 55750.0000 13716.6667
410 55750.0000 13766.6667
411 55750.0000 13933.3333
412 55750.0000 14066.6667
413 55750.0000 14083.3333
414 55750.0000 14150.0000
415 55750.0000 14183.3333
416 55766.6667 12933.3333
417 55766.6667 12950.0000
418 55766.6667 12983.3333
419 55766.6667 13016.6667
420 55766.6667 13050.0000
421 55766.6667 13066.6667
422 55766.6667 13100.0000
423 55766.6667 13166.6667
424 55766.6667 13233.3333
425 55766.6667 13250.0000
426 55766.6667 13283.3333
427 55766.6667 13300.0000
428 55766.6667 13350.0000
429 55766.6667 13400.0000
430 55766.6667 13583.3333
431 55766.6667 13683.3333
432 55766.6667 13716.6667
433 55766.6667 13750.0000
434 55766.6667 13783.3333
435 55766.6667 13850.0000
436 55766.6667 13900.0000
437 55766.6667 13916.6667
438 55766.6667 13983.3333
439 55766.6667 14050.0000
440 55766.6667 14066.6667
441 55766.6667 14083.3333
442 55766.6667 14150.0000
443 55766.6667 14183.3333
444 55783.3333 12950.0000
445 55783.3333 12966.6667
446 55783.3333 13000.0000
447 55783.3333 13100.0000
448 55783.3333 13166.6667
449 55783.3333 13233.3333
450 55783.3333 13316.6667
451 55783.3333 13416.6667
452 55783.3333 13483.3333
453 55783.3333 13500.0000
454 55783.3333 13533.3333
455 55783.3333 13566.6667
456 55783.3333 13650.0000
457 55783.3333 13716.6667
458 55783.3333 13750.0000
459 55783.3333 13866.6667
460 55783.3333 13883.3333
461 55783.3333 14033.3333
462 55783.3333 14083.3333
463 55783.3333 14100.0000
464 55783.3333 14200.0000
465 55800.0000 13000.0000
466 55800.0000 13016.6667
467 55800.0000 13100.0000
468 55800.0000 13116.6667
469 55800.0000 13150.0000
470 55800.0000 13200.0000
471 55800.0000 13283.3333
472 55800.0000 13333.3333
473 55800.0000 13433.3333
474 55800.0000 13566.6667
475 55800.0000 13716.6667
476 55800.0000 13733.3333
477 55800.0000 13750.0000
478 55800.0000 13783.3333
479 55800.0000 13900.0000
480 55800.0000 13983.3333
481 55800.0000 14033.3333
482 55800.0000 14050.0000
483 55800.0000 14100.0000
484 55800.0000 14150.0000
485 55816.6667 12983.3333
486 55816.6667 13016.6667
487 55816.6667 13033.3333
488 55816.6667 13116.6667
489 55816.6667 13266.6667
490 55816.6667 13383.3333
491 55816.6667 13416.6667
492 55816.6667 13466.6667
493 55816.6667 13483.3333
494 55816.6667 13583.3333
495 55816.6667 13616.6667
496 55816.6667 13633.3333
497 55816.6667 13783.3333
498 55816.6667 13816.6667
499 55816.6667 13866.6667
500 55816.6667 14033.3333
501 55816.6667 14100.0000
502 55816.6667 14116.6667
503 55816.6667 14183.3333
504 55833.3333 12941.6667
505 55833.3333 12966.6667
506 55833.3333 13000.0000
507 55833.3333 13016.6667
508 55833.3333 13050.0000
509 55833.3333 13066.6667
510 55833.3333 13100.0000
511 55833.3333 13183.3333
512 55833.3333 13233.3333
513 55833.3333 13266.6667
514 55833.3333 13316.6667
515 55833.3333 13333.3333
516 55833.3333 13466.6667
517 55833.3333 13533.3333
518 55833.3333 13616.6667
519 55833.3333 13650.0000
520 55833.3333 13666.6667
521 55833.3333 13716.6667
522 55833.3333 13733.3333
523 55833.3333 13800.0000
524 55833.3333 13850.0000
525 55833.3333 13866.6667
526 55833.3333 13900.0000
527 55833.3333 13966.6667
528 55833.3333 14033.3333
529 55833.3333 14050.0000
530 55833.3333 14083.3333
531 55850.0000 12900.0000
532 55850.0000 13050.0000
533 55850.0000 13133.3333
534 55850.0000 13166.6667
535 55850.0000 13233.3333
536 55850.0000 13266.6667
537 55850.0000 13400.0000
538 55850.0000 13600.0000
539 55850.0000 13650.0000
540 55850.0000 13700.0000
541 55850.0000 13733.3333
542 55850.0000 13766.6667
543 55850.0000 13866.6667
544 55850.0000 13933.3333
545 55850.0000 14016.6667
546 55850.0000 14133.3333
547 55850.0000 14216.6667
548 55866.6667 12833.3333
549 55866.6667 12866.6667
550 55866.6667 12916.6667
551 55866.6667 12950.0000
552 55866.6667 12966.6667
553 55866.6667 13033.3333
554 55866.6667 13083.3333
555 55866.6667 13150.0000
556 55866.6667 13300.0000
557 55866.6667 13433.3333
558 55866.6667 13516.6667
559 55866.6667 13616.6667
560 55866.6667 13666.6667
561 55866.6667 13700.0000
562 55866.6667 13716.6667
563 55866.6667 13750.0000
564 55866.6667 13800.0000
565 55866.6667 13816.6667
566 55866.6667 13866.6667
567 55875.0000 12850.0000
568 55883.3333 12816.6667
569 55883.3333 12883.3333
570 55883.3333 12900.0000
571 55883.3333 12933.3333
572 55883.3333 12966.6667
573 55883.3333 13000.0000
574 55883.3333 13033.3333
575 55883.3333 13066.6667
576 55883.3333 13083.3333
577 55883.3333 13150.0000
578 55883.3333 13200.0000
579 55883.3333 13233.3333
580 55883.3333 13266.6667
581 55883.3333 13316.6667
582 55883.3333 13350.0000
583 55883.3333 13583.3333
584 55883.3333 13633.3333
585 55883.3333 13650.0000
586 55883.3333 13716.6667
587 55883.3333 13733.3333
588 55883.3333 13766.6667
589 55883.3333 13783.3333
590 55883.3333 13850.0000
591 55883.3333 13866.6667
592 55883.3333 14016.6667
593 55883.3333 14216.6667
594 55891.6667 12816.6667
595 55891.6667 12858.3333
596 55900.0000 12716.6667
597 55900.0000 12800.0000
598 55900.0000 12850.0000
599 55900.0000 12866.6667
600 55900.0000 12883.3333
601 55900.0000 12900.0000
602 55900.0000 13016.6667
603 55900.0000 13083.3333
604 55900.0000 13133.3333
605 55900.0000 13183.3333
606 55900.0000 13366.6667
607 55900.0000 13383.3333
608 55900.0000 13583.3333
609 55900.0000 13600.0000
610 55900.0000 13683.3333
611 55900.0000 13783.3333
612 55900.0000 13900.0000
613 55900.0000 14100.0000
614 55900.0000 14216.6667
615 55916.6667 12666.6667
616 55916.6667 12683.3333
617 55916.6667 12700.0000
618 55916.6667 12716.6667
619 55916.6667 12816.6667
620 55916.6667 12916.6667
621 55916.6667 13050.0000
622 55916.6667 13100.0000
623 55916.6667 13300.0000
624 55916.6667 13433.3333
625 55916.6667 13466.6667
626 55916.6667 13550.0000
627 55916.6667 13700.0000
628 55916.6667 13733.3333
629 55916.6667 13783.3333
630 55916.6667 13816.6667
631 55916.6667 13833.3333
632 55916.6667 13883.3333
633 55916.6667 13983.3333
634 55916.6667 14233.3333
635 55916.6667 14283.3333
636 55916.6667 14300.0000
637 55925.0000 12800.0000
638 55933.3333 12766.6667
639 55933.3333 12800.0000
640 55933.3333 12833.3333
641 55933.3333 12866.6667
642 55933.3333 12950.0000
643 55933.3333 12983.3333
644 55933.3333 13016.6667
645 55933.3333 13100.0000
646 55933.3333 13333.3333
647 55933.3333 13383.3333
648 55933.3333 13400.0000
649 55933.3333 13450.0000
650 55933.3333 13533.3333
651 55933.3333 13566.6667
652 55933.3333 13650.0000
653 55933.3333 13666.6667
654 55933.3333 13716.6667
655 55933.3333 13783.3333
656 55933.3333 13816.6667
657 55933.3333 13850.0000
658 55933.3333 13883.3333
659 55933.3333 13983.3333
660 55933.3333 14066.6667
661 55933.3333 14116.6667
662 55933.3333 14150.0000
663 55933.3333 14166.6667
664 55933.3333 14300.0000
665 55941.6667 12783.3333
666 55941.6667 12800.0000
667 55950.0000 12750.0000
668 55950.0000 12766.6667
669 55950.0000 12783.3333
670 55950.0000 12816.6667
671 55950.0000 12833.3333
672 55950.0000 12866.6667
673 55950.0000 12900.0000
674 55950.0000 12916.6667
675 55950.0000 12950.0000
676 55950.0000 12983.3333
677 55950.0000 13033.3333
678 55950.0000 13350.0000
679 55950.0000 13366.6667
680 55950.0000 13450.0000
681 55950.0000 13500.0000
682 55950.0000 13516.6667
683 55950.0000 13533.3333
684 55950.0000 13550.0000
685 55950.0000 13700.0000
686 55950.0000 13766.6667
687 55950.0000 13800.0000
688 55950.0000 13850.0000
689 55950.0000 13883.3333
690 55950.0000 13933.3333
691 55950.0000 13966.6667
692 55950.0000 13983.3333
693 55950.0000 14050.0000
694 55950.0000 14150.0000
695 55950.0000 14316.6667
696 55966.6667 12766.6667
697 55966.6667 12833.3333
698 55966.6667 12866.6667
699 55966.6667 12883.3333
700 55966.6667 12916.6667
701 55966.6667 12966.6667
702 55966.6667 13000.0000
703 55966.6667 13100.0000
704 55966.6667 13166.6667
705 55966.6667 13200.0000
706 55966.6667 13250.0000
707 55966.6667 13350.0000
708 55966.6667 13383.3333
709 55966.6667 13416.6667
710 55966.6667 13433.3333
711 55966.6667 13566.6667
712 55966.6667 13633.3333
713 55966.6667 13816.6667
714 55966.6667 13833.3333
715 55966.6667 13883.3333
716 55966.6667 13983.3333
717 55966.6667 14183.3333
718 55966.6667 14266.6667
719 55966.6667 14400.0000
720 55975.0000 12800.0000
721 55983.3333 12775.0000
722 55983.3333 12783.3333
723 55983.3333 12800.0000
724 55983.3333 12833.3333
725 55983.3333 12950.0000
726 55983.3333 12983.3333
727 55983.3333 13200.0000
728 55983.3333 13216.6667
729 55983.3333 13266.6667
730 55983.3333 13516.6667
731 55983.3333 13600.0000
732 55983.3333 13616.6667
733 55983.3333 13666.6667
734 55983.3333 13683.3333
735 55983.3333 13716.6667
736 55983.3333 13816.6667
737 55983.3333 13866.6667
738 55983.3333 13916.6667
739 55983.3333 13983.3333
740 55983.3333 14016.6667
741 55983.3333 14083.3333
742 55983.3333 14150.0000
743 55983.3333 14266.6667
744 55983.3333 14300.0000
745 55983.3333 14383.3333
746 55983.3333 14400.0000
747 56000.0000 12733.3333
748 56000.0000 12766.6667
749 56000.0000 12783.3333
750 56000.0000 12816.6667
751 56000.0000 12950.0000
752 56000.0000 12966.6667
753 56000.0000 13033.3333
754 56000.0000 13216.6667
755 56000.0000 13283.3333
756 56000.0000 13433.3333
757 56000.0000 13516.6667
758 56000.0000 13616.6667
759 56000.0000 13650.0000
760 56000.0000 13783.3333
761 56000.0000 13816.6667
762 56000.0000 13866.6667
763 56000.0000 13883.3333
764 56000.0000 13900.0000
765 56000.0000 13950.0000
766 56000.0000 13966.6667
767 56000.0000 14016.6667
768 56000.0000 14150.0000
769 56000.0000 14216.6667
770 56000.0000 14233.3333
771 56000.0000 14350.0000
772 56000.0000 14433.3333
773 56000.0000 14641.6667
774 56000.0000 14650.0000
775 56000.0000 14666.6667
776 56000.0000 14683.3333
777 56000.0000 14733.3333
778 56008.3333 14433.3333
779 56016.6667 12700.0000
780 56016.6667 12716.6667
781 56016.6667 12800.0000
782 56016.6667 12833.3333
783 56016.6667 12933.3333
784 56016.6667 12983.3333
785 56016.6667 13033.3333
786 56016.6667 13100.0000
787 56016.6667 13266.6667
788 56016.6667 13300.0000
789 56016.6667 13333.3333
790 56016.6667 13350.0000
791 56016.6667 13383.3333
792 56016.6667 13500.0000
793 56016.6667 13566.6667
794 56016.6667 13633.3333
795 56016.6667 13783.3333
796 56016.6667 13883.3333
797 56016.6667 14066.6667
798 56016.6667 14116.6667
799 56016.6667 14150.0000
800 56016.6667 14216.6667
801 56016.6667 14233.3333
802 56016.6667 14250.0000
803 56016.6667 14333.3333
804 56016.6667 14400.0000
805 56016.6667 14583.3333
806 56016.6667 14600.0000
807 56016.6667 14650.0000
808 56016.6667 14666.6667
809 56016.6667 14700.0000
810 56016.6667 14833.3333
811 56016.6667 15783.3333
812 56033.3333 12733.3333
813 56033.3333 12816.6667
814 56033.3333 12900.0000
815 56033.3333 13133.3333
816 56033.3333 13250.0000
817 56033.3333 13333.3333
818 56033.3333 13383.3333
819 56033.3333 13400.0000
820 56033.3333 13416.6667
821 56033.3333 13516.6667
822 56033.3333 13633.3333
823 56033.3333 13666.6667
824 56033.3333 13733.3333
825 56033.3333 13833.3333
826 56033.3333 13883.3333
827 56033.3333 13950.0000
828 56033.3333 14083.3333
829 56033.3333 14133.3333
830 56033.3333 14183.3333
831 56033.3333 14333.3333
832 56033.3333 14566.6667
833 56033.3333 14600.0000
834 56033.3333 14633.3333
835 56033.3333 14666.6667
836 56033.3333 14683.3333
837 56033.3333 14716.6667
838 56033.3333 14766.6667
839 56041.6667 14766.6667
840 56050.0000 12700.0000
841 56050.0000 12833.3333
842 56050.0000 12883.3333
843 56050.0000 12933.3333
844 56050.0000 13000.0000
845 56050.0000 13050.0000
846 56050.0000 13083.3333
847 56050.0000 13200.0000
848 56050.0000 13216.6667
849 56050.0000 13350.0000
850 56050.0000 13416.6667
851 56050.0000 13516.6667
852 56050.0000 13616.6667
853 56050.0000 13666.6667
854 56050.0000 13716.6667
855 56050.0000 13900.0000
856 56050.0000 14016.6667
857 56050.0000 14083.3333
858 56050.0000 14200.0000
859 56050.0000 14283.3333
860 56050.0000 14333.3333
861 56050.0000 14416.6667
862 56050.0000 14450.0000
863 56050.0000 14466.6667
864 56050.0000 14500.0000
865 56050.0000 14516.6667
866 56050.0000 14550.0000
867 56050.0000 14633.3333
868 56050.0000 14650.0000
869 56050.0000 14683.3333
870 56050.0000 14716.6667
871 56050.0000 14750.0000
872 56058.3333 14533.3333
873 56066.6667 12683.3333
874 56066.6667 12700.0000
875 56066.6667 12733.3333
876 56066.6667 12800.0000
877 56066.6667 12850.0000
878 56066.6667 12866.6667
879 56066.6667 12933.3333
880 56066.6667 12950.0000
881 56066.6667 13000.0000
882 56066.6667 13116.6667
883 56066.6667 13150.0000
884 56066.6667 13183.3333
885 56066.6667 13216.6667
886 56066.6667 13250.0000
887 56066.6667 13300.0000
888 56066.6667 13316.6667
889 56066.6667 13383.3333
890 56066.6667 13450.0000
891 56066.6667 13533.3333
892 56066.6667 13650.0000
893 56066.6667 13683.3333
894 56066.6667 13700.0000
895 56066.6667 13716.6667
896 56066.6667 13733.3333
897 56066.6667 13833.3333
898 56066.6667 13866.6667
899 56066.6667 13933.3333
900 56066.6667 13966.6667
901 56066.6667 14000.0000
902 56066.6667 14083.3333
903 56066.6667 14200.0000
904 56066.6667 14333.3333
905 56066.6667 14350.0000
906 56066.6667 14466.6667
907 56066.6667 14566.6667
908 56066.6667 14616.6667
909 56066.6667 14700.0000
910 56066.6667 14716.6667
911 56083.3333 12666.6667
912 56083.3333 12750.0000
913 56083.3333 12766.6667
914 56083.3333 12800.0000
915 56083.3333 12833.3333
916 56083.3333 12900.0000
917 56083.3333 12933.3333
918 56083.3333 12966.6667
919 56083.3333 13333.3333
920 56083.3333 13400.0000
921 56083.3333 13500.0000
922 56083.3333 13583.3333
923 56083.3333 13600.0000
924 56083.3333 13733.3333
925 56083.3333 14516.6667
926 56083.3333 14650.0000
927 56083.3333 14716.6667
928 56083.3333 15700.0000
929 56083.3333 15750.0000
930 56100.0000 12633.3333
931 56100.0000 12641.6667
932 56100.0000 12650.0000
933 56100.0000 12733.3333
934 56100.0000 12800.0000
935 56100.0000 12833.3333
936 56100.0000 12850.0000
937 56100.0000 12883.3333
938 56100.0000 12916.6667
939 56100.0000 13133.3333
940 56100.0000 13150.0000
941 56100.0000 13266.6667
942 56100.0000 13333.3333
943 56100.0000 13466.6667
944 56100.0000 13583.3333
945 56100.0000 13600.0000
946 56100.0000 13666.6667
947 56100.0000 13700.0000
948 56100.0000 13866.6667
949 56100.0000 13916.6667
950 56100.0000 13966.6667
951 56100.0000 14016.6667
952 56100.0000 14083.3333
953 56100.0000 14116.6667
954 56100.0000 14166.6667
955 56100.0000 14250.0000
956 56100.0000 14400.0000
957 56100.0000 14466.6667
958 56100.0000 14516.6667
959 56100.0000 14533.3333
960 56100.0000 14666.6667
961 56100.0000 15450.0000
962 56100.0000 15466.6667
963 56100.0000 15475.0000
964 56100.0000 15525.0000
965 56100.0000 15550.0000
966 56100.0000 15650.0000
967 56100.0000 15683.3333
968 56100.0000 15716.6667
969 56100.0000 15783.3333
970 56100.0000 15791.6667
971 56100.0000 15833.3333
972 56100.0000 15850.0000
973 56108.3333 14633.3333
974 56108.3333 15800.0000
975 56108.3333 15808.3333
976 56116.6667 12600.0000
977 56116.6667 12683.3333
978 56116.6667 12783.3333
979 56116.6667 12866.6667
980 56116.6667 12883.3333
981 56116.6667 12950.0000
982 56116.6667 13050.0000
983 56116.6667 13116.6667
984 56116.6667 13150.0000
985 56116.6667 13166.6667
986 56116.6667 13350.0000
987 56116.6667 13366.6667
988 56116.6667 13500.0000
989 56116.6667 13516.6667
990 56116.6667 13583.3333
991 56116.6667 13616.6667
